row,id,level,word,reading,matchedTerm,sentenceId,sentenceJa,sentenceEn,sentenceZh,authorJa,authorEn,authorZh,score,status
1374,n2_04663,N2,溜める,ためる,ためる,137639,大学の授業料をためるために働いています。,I am working to save for my college tuition.,我工作是为了攒大学学费。,\N,Dejo,sadhen,116,matched
1375,n2_04665,N2,溶かす,とかす,溶かす,74521,４．中華鍋にごま油を熱してバターを溶かす。,4. Heat the sesame oil in the wok and melt the butter.,,fcbond,fcbond,,97,matched
1376,n2_04666,N2,溶く,とく,とく,10999751,せめてさっと拭いてから渡しとくれよ。,At least give it a quick wipe before giving it to me.,,small_snow,pip,,84,matched
1377,n2_04667,N2,溶ける,とける,溶ける,197037,プラスチックの皿はこんろにかけると溶ける。,A plastic dish will melt on the stove.,塑料盘子在烤箱里会化的。,\N,CK,fucongcong,129,matched
1378,n2_04668,N2,溶け込む,とけこむ,溶け込む,179484,空が海と一つに溶け込むように見えた。,The sky seemed to blend with the sea.,,mookeee,Zifre,,102,matched
1379,n2_04677,N2,潜る,もぐる,潜る,145061,深く潜れば潜るほど、水は冷たくなる。,"As we dive deeper, the water becomes colder.",,small_snow,CM,,98,matched
1380,n2_04678,N2,潰す,つぶす,潰す,10659449,このバナナケースを使うと、バナナを潰すことなく持ち運べます。,"By using this banana case, you can transport bananas without squashing them.",使用這個香蕉盒，可以讓您運送香蕉時不會壓扁它們。,small_snow,end,LeviHighway,118,matched
1381,n2_04679,N2,潰れる,つぶれる,つぶれる,11056040,暖房器具の時期に、冷房器具を並べるようなデパートは、たちまちつぶれる。,Department stores that display air conditioners in heater season will very quickly go out of business.,在需要暖氣設備的季節把冷氣設備擺出來賣，這種百貨公司很快就會倒閉。,bunbuku,pip,LeviHighway,103,matched
1382,n2_04680,N2,澄む,すむ,すむ,230297,あまり長く待たなくてすむといいんだけど。,I hope we don't have to wait for too long.,希望我們不需要等太久。,KK_kaku_,CK,tskat,114,matched
1383,n2_04682,N2,濁る,にごる,,,,,,,,,,no_match
1384,n2_04684,N2,濡らす,ぬらす,濡らす,2123839,トムは自分の足を濡らすのが嫌いだ。,Tom hates to get his feet wet.,,bunbuku,CK,,99,matched
1385,n2_04693,N2,炊く,たく,炊く,10680325,ご飯はこうやって炊くんだよ。,This is how you cook rice.,,small_snow,CK,,94,matched
1386,n2_04695,N2,炒る,いる,いる,13492318,そのことを知っているのは、彼だけだ。,Only he knew this.,,Gardenia,Danberry,,84,matched
1387,n2_04698,N2,点く,つく,つく,9837996,このスープ、塩がきつくて飲めないよ。,This soup is too salty to eat.,這碗湯大鹹了，喝不下。,bunbuku,CK,nickyeow,116,matched
1388,n2_04699,N2,点ける,つける,つける,10313895,道路を渡るときは車に気をつけるのよ。,Look out for cars when you cross the road.,當你過馬路的時候要當心汽車。,small_snow,CK,Martha,118,matched
1389,n2_04701,N2,為す,なす,なす,177996,君は、いつも私の服をけなすのだから。,You are always digging at me about my clothes.,你总是挖苦我的着装。,\N,Stalwartlover,Ethan_lin,116,matched
1390,n2_04703,N2,焚く,たく,たく,11922399,話したくないなら、それはそれでいい。,"If you don't want to talk about it, that's OK.",你不想跟我說就不用說。,small_snow,CK,LeviHighway,116,matched
1391,n2_04708,N2,焦がす,こがす,こがす,12635578,ここがすごく痛いんです。,I have a severe pain here.,,bunbuku,CK,,80,matched
1392,n2_04709,N2,焦げる,こげる,焦げる,148875,灼熱の太陽で体が焦げるほどだった。,The scorching sun grilled us.,,\N,\N,,99,matched
1393,n2_04712,N2,煎る,いる,いる,13492318,そのことを知っているのは、彼だけだ。,Only he knew this.,,Gardenia,Danberry,,84,matched
1394,n2_04715,N2,照らす,てらす,照らす,119233,彼とは学生時代から肝胆相照らす仲だよ。,He and I have been inseparable friends since our student days.,,\N,CK,,99,matched
1395,n2_04716,N2,照る,てる,照る,122909,日の照るうちに干し草を作れ。,Make hay while the sun shines.,,\N,Hybrid,,94,matched
1396,n2_04717,N2,煮える,にえる,煮える,203276,タマネギはジャガイモよりはやく煮える。,Onions cook more quickly than potatoes.,洋蔥比土豆煮得更快些。,small_snow,CK,Leolaaziano,131,matched
1397,n2_04718,N2,煮る,にる,煮る,10535720,煮るなり焼くなり、好きにしてくれ。,Do as you please.,你可以隨心所欲。,bunbuku,CK,Martha,129,matched
1398,n2_04720,N2,熱する,ねっする,熱する,143759,水は充分に加熱すると沸騰する。,Water will boil if heated enough.,,\N,Dejo,,97,matched
1399,n2_04721,N2,燃やす,もやす,燃やす,142332,石炭や石油やガスを燃やすと、様々なガスが発生する。,"If we burn fuels such as coal, oil and gas, they give off various gases.",,\N,AlanF_US,,93,matched
1400,n2_04724,N2,片付く,かたづく,片付く,10837121,明日までには仕事は片付くよ。,I'll be through with my work by tomorrow.,,bunbuku,CK,,96,matched
1401,n2_04726,N2,片寄る,かたよる,,,,,,,,,,no_match
1402,n2_04733,N2,物語る,ものがたる,物語る,123915,統計はすべてを物語るとは限らない。,Statistics don't always tell the whole story.,,\N,CK,,99,matched
1403,n2_04741,N2,狙う,ねらう,狙う,10906726,どうせ、狙うなら灯台よ。,"Anyway, if aiming then aim at the lighthouse.",,small_snow,terrywallwork,,92,matched
1404,n2_04751,N2,甘やかす,あまやかす,甘やかす,10640435,甘やかすだけが優しさじゃないんだぞ。,Indulgence alone is not kindness.,,small_snow,pip,,102,matched
1405,n2_04753,N2,生える,はえる,生える,145999,植物が生える。,Plants grow.,,\N,CK,,89,matched
1406,n2_04756,N2,生ずる,しょうずる,生ずる,170810,再開発によって地域に便益が生ずる。,Benefits accrue to the community from reconstruction.,,\N,\N,,99,matched
1407,n2_04757,N2,生る,なる,なる,12593236,危うく、森で迷子になるところだった。,I nearly got lost in the woods.,,small_snow,ddnktr,,84,matched
1408,n2_04769,N2,留まる,とどまる,留まる,173374,行くも留まるもあなたの自由です。,You may go or stay at will.,是留是走都是你的自由。,\N,Zifre,fenfang557,130,matched
1409,n2_04771,N2,略す,りゃくす,略す,206876,その文からこの言葉を省略すべきです。,You should omit this word from the sentence.,,\N,CK,,98,matched
1410,n2_04773,N2,畳む,たたむ,畳む,1130816,服は畳むかハンガーにかけておかないと、くしゃくしゃになっちゃうよ。,"If you don't fold your clothes or hang them, they will be wrinkled.",若沒有將衣服摺起來或是掛在衣架上，會起皺紋。,bunbuku,WestofEden,egg0073,115,matched
1411,n2_04774,N2,発つ,たつ,発つ,78630,来週ヨーロッパに発つ予定です。,I'm planning to leave for Europe next week.,我打算下個星期去歐洲。,tommy_san,CK,nickyeow,127,matched
1412,n2_04788,N2,盛る,もる,盛る,10811008,お刺身を盛るお皿は、どれにする？,Which plate should we serve sashimi on?,,small_snow,CK,,96,matched
1413,n2_04793,N2,目指す,めざす,目指す,176476,経済の安定はすべての政府の目指すところだ。,A stable economy is the aim of every government.,經濟繁榮穩定，是每個政府都想達到的目標。,\N,CM,nickyeow,129,matched
1414,n2_04795,N2,目立つ,めだつ,目立つ,184621,各色間の調和に欠けているのでこの絵は目立つ。,The lack of harmony between colors makes this painting stand out.,這幅畫缺乏各種顏色之間的和諧，所以很顯眼。,\N,auxitt,LeviHighway,128,matched
1415,n2_04816,N2,真似る,まねる,真似る,227817,オウムは人の声を真似ることができる。,A parrot can imitate the human voice.,鸚鵡會模仿人的聲音。,KK_kaku_,carlosalberto,Martha,132,matched
1416,n2_04819,N2,着ける,つける,着ける,1487313,英語を身に着けるのは簡単だ。,English is not hard to learn.,英文並不難學。,marshmallowcat,papabear,nickyeow,128,matched
1417,n2_04820,N2,着せる,きせる,着せる,168825,子供が自分のペットに服を着せるように、子猫に服を着せました。,She dressed him like children dress their pets.,,\N,CM,,88,matched
1418,n2_04822,N2,睨む,にらむ,睨む,1573704,吸血鬼は睨むだけで人を金縛りにする。,A vampire can paralyze people just by looking at them.,,marcelostockle,rbbrbb,,98,matched
1419,n2_04833,N2,砕く,くだく,砕く,191549,愛は人の心を砕くこともできるのさ。,But love can break your heart.,,tommy__san,Dejo,,97,matched
1420,n2_04834,N2,砕ける,くだける,くだける,225679,くだける波が泡を作った。,The breaking waves formed foam.,,\N,\N,,82,matched
1421,n2_04835,N2,破く,やぶく,,,,,,,,,,no_match
1422,n2_04836,N2,破れる,やぶれる,破れる,10699051,そんなに引っ張らないで、服が破れるでしょ！,Don't pull like that! You'll rip my clothes.,,small_snow,pip,,97,matched
1423,n2_04848,N2,祭る,まつる,祭る,11211798,九頭竜明神を祭るために灯篭をながす。,Lanterns are floated to worship Great God Kuzuryū.,,ITA,willie7296,,98,matched
1424,n2_04857,N2,積む,つむ,積む,190379,一隻の船に全部を積む冒険をするな。,Don't risk putting everything in one boat.,,\N,Tangobango,,97,matched
1425,n2_04862,N2,突き当たる,つきあたる,,,,,,,,,,no_match
1426,n2_04863,N2,突く,つく,突く,202423,テーブルにひじを突くのはやめなさい。,Stop resting your elbows on the table.,不要再把你的手肘放在桌子上了。,bunbuku,AlanF_US,fucongcong,130,matched
1427,n2_04864,N2,突っ込む,つっこむ,突っ込む,138531,他人のことに首を突っ込むな。,Don't pry into the affairs of others.,不要探听别人的事。,small_snow,CK,fucongcong,130,matched
1428,n2_04866,N2,立ち止まる,たちどまる,立ち止まる,236131,立ち止まるな。,Move along now.,,mookeee,CM,,93,matched
1429,n2_04883,N2,納める,おさめる,納める,10559268,税金を納めるのは私たちの義務だと思っています。,We think that it's our duty to pay taxes.,,bunbuku,CK,,95,matched
1430,n2_04896,N2,組み立てる,くみたてる,組み立てる,201915,テントを組み立てるのに３０分かかった。,It took us half an hour to set up the tent.,搭帳篷花了我們半小時。,bunbuku,CK,Martha,135,matched
1431,n2_04899,N2,絞る,しぼる,絞る,1619825,私は５ポンド絞る必要がある。,I need to lose five pounds.,,mookeee,Spamster,,94,matched
1432,n2_04910,N2,締め切る,しめきる,,,,,,,,,,no_match
1433,n2_04912,N2,編む,あむ,編む,88208,彼女は祖母からバスケットを編む技術を学んだ。,She learned the craft of basket weaving from her grandmother.,,\N,CK,,94,matched
1434,n2_04917,N2,縛る,しばる,縛る,76076,歯を食い縛る、喉元までせりあがった感情を強引に飲み込む。,He grits his teeth and forces back his growing fear.,,mookeee,CK,,88,matched
1435,n2_04919,N2,縫う,ぬう,縫う,88940,彼女は自分自身の服を全部自分で縫う。,She makes all her own clothes.,她的衣服全部都是她自己做的。,\N,CK,Martha,130,matched
1436,n2_04920,N2,縮む,ちぢむ,縮む,80755,命が縮む思いをした。,I felt as if my life had been shortened.,,\N,CM,,90,matched
1437,n2_04921,N2,縮める,ちぢめる,縮める,214694,すさんだ生活を送るのは、命を縮めるようなものだ。,Living life in the fast lane is like burning the candle at both ends.,,\N,\N,,94,matched
1438,n2_04922,N2,縮れる,ちぢれる,,,,,,,,,,no_match
1439,n2_04925,N2,繋がる,つながる,繋がる,179996,僅かな不注意が大惨事に繋がる恐れがある。,Slight inattention can cause a great disaster.,失之毫厘，谬之千里。,KK_kaku_,CK,fucongcong,130,matched
1440,n2_04926,N2,繋げる,つなげる,,,,,,,,,,no_match
1441,n2_04927,N2,纏まる,まとまる,まとまる,13492077,交渉がうまくまとまることを心から願っている。,,,Gardenia,,,58,matched
1442,n2_04928,N2,纏める,まとめる,まとめる,196597,ペンをとる前に考えをまとめる必要がある。,I must put my ideas together before I take up a pen.,在拿笔之前，我要集中一下思想。,\N,Dejo,fucongcong,118,matched
1443,n2_04934,N2,羨む,うらやむ,うらやむ,84650,父はよく私たちに他人をうらやむなと言っていた。,Father used to tell us not to envy others.,,\N,CM,,83,matched
1444,n2_04937,N2,耕す,たがやす,耕す,124487,土地を耕す。,I till the earth.,我耕田。,\N,\N,minshirui,118,matched
1445,n2_04944,N2,背負う,せおう,,,,,,,,,,no_match
1446,n2_04950,N2,腰掛ける,こしかける,腰掛ける,75948,盛大な溜息をつきながら、テーブルの上にどさどさとパンを置き、椅子にどっかりと腰掛ける。,Heaving a great sigh I plunk my bread on the table and flump onto the chair.,,mookeee,papabear,,78,matched
1447,n2_04951,N2,膨らます,ふくらます,膨らます,229400,イースト菌がパン生地を膨らます。,Yeast makes dough rise.,,\N,CM,,100,matched
1448,n2_04952,N2,膨らむ,ふくらむ,膨らむ,203879,タイヤに空気を入れれば膨らむ。,"If you pump air into a tire, it expands.",,\N,CM,,97,matched
1449,n2_04971,N2,茂る,しげる,茂る,12056112,若葉が茂る。,The fresh leaves are rampant.,,xyz_13,urro,,86,matched
1450,n2_04977,N2,落着く,おちつく,おちつく,179439,空の旅は早いが海はおちつく。,"Air travel is fast; sea travel is, however, restful.",,\N,Zifre,,84,matched
1451,n2_04979,N2,著す,あらわす,あらわす,126848,地図上の赤い線は鉄道をあらわす。,The red lines on the map represent railways.,地圖上的紅線代表鐵路。,mookeee,CM,nickyeow,118,matched
1452,n2_04981,N2,蒔く,まく,まく,10802304,お前の妹って、うまく泳げないんだろ？,"Your sister can't swim well, can she?",你的姐姐游泳得不好，是不是？,bunbuku,CK,sysko,116,matched
1453,n2_04983,N2,蒸す,むす,むす,153017,私は父だけでなくむすこも知っている。,"I know not only the father, but also the son.",,\N,\N,,84,matched
1454,n2_04986,N2,蓄える,たくわえる,蓄える,124368,冬に備えて食料を秋に蓄える動物もいる。,"In autumn, some animals store food away for the winter.",有些動物會在秋天為冬季儲藏食物。,\N,sundown,DaoSeng,131,matched
1455,n2_04989,N2,薄める,うすめる,,,,,,,,,,no_match
1456,n2_04995,N2,蘇る,よみがえる,よみがえる,11045491,ふとしたきっかけで、ささいな思い出が鮮明によみがえる。,"By chance, trivial memories are vividly recalled.",,KK_kaku_,pip,,81,matched
1457,n2_05008,N2,被せる,かぶせる,かぶせる,145498,新しいクラウンをかぶせる必要があります。,You have to have a new crown.,,\N,\N,,86,matched
1458,n2_05010,N2,裂く,さく,さく,192592,ラジオの音を小さくしてくれませんか。,Will you please turn down the radio?,請你把收音機關小聲一點好嗎？,bunbuku,CK,Martha,116,matched
1459,n2_05012,N2,裏返す,うらがえす,,,,,,,,,,no_match
1460,n2_05013,N2,補う,おぎなう,補う,179992,勤勉さが経験不足を補うこともあり得る。,Diligence may compensate for lack of experience.,,\N,shanghainese,,97,matched
1461,n2_05021,N2,見下ろす,みおろす,見下ろす,175195,見下ろすと、たくさんのビルが見えた。,"When we looked down, we saw many buildings.",我們往下看，是一片水泥叢林。,KK_kaku_,Jesse,cienias,134,matched
1462,n2_05022,N2,見付かる,みつかる,みつかる,216781,サツにハジキを持っているのをみつかるなよ。,Don't let the cops find a heater on you.,不要給警察發現你身上有槍。,\N,\N,nickyeow,117,matched
1463,n2_05023,N2,見付ける,みつける,みつける,4883,宇宙でどうやって食べ物をみつけるの？,How do you find food in outer space?,怎么在太空中找到食物？,bunbuku,Zifre,jan_OkulaJu,120,matched
1464,n2_05026,N2,見慣れる,みなれる,,,,,,,,,,no_match
1465,n2_05029,N2,見直す,みなおす,見直す,11313428,レポートを見直す時間がなかった。,I didn't have time to proofread my report.,,small_snow,AlanF_US,,98,matched
1466,n2_05030,N2,見舞う,みまう,見舞う,96984,彼らは私を見舞うためにその病院に来てくれた。,They came to the hospital to inquire after me.,,\N,\N,,96,matched
1467,n2_05031,N2,見送る,みおくる,見送る,79287,友達を見送るため駅に行ったんだ。,I went to the station to see my friend off.,我去车站为我朋友送行。,bunbuku,CK,sarah,130,matched
1468,n2_05034,N2,覗く,のぞく,のぞく,193163,もらい者の馬の口の中をのぞくな。,Don't look a gift horse in the mouth.,不要對人家送的禮物挑三揀四，嫌東嫌西的。,\N,MUIRIEL,Martha,116,matched
1469,n2_05044,N2,言い付ける,いいつける,,,,,,,,,,no_match
1470,n2_05045,N2,言い出す,いいだす,言い出す,204102,そんな事言い出すとは思わなかったよ。,I didn't expect that to come from you.,,KK_kaku_,pip,,102,matched
1471,n2_05046,N2,言付ける,ことづける,,,,,,,,,,no_match
1472,n2_05048,N2,討つ,うつ,討つ,101261,彼は迫害者を懲らしめて人民たちのあだを討つだろう。,He will avenge the people on their oppressor.,,\N,\N,,91,matched
1473,n2_05050,N2,訳す,やくす,訳す,8983490,あなたこれ、フランス語にどう訳すの？,How would you translate this into French?,,small_snow,CK,,98,matched
1474,n2_05051,N2,診る,みる,みる,11151215,トムが帰ってきたら、話をしてみるよ。,I'm going to talk to Tom when he returns home.,,bunbuku,CK,,84,matched
1475,n2_05054,N2,詫びる,わびる,詫びる,225887,きみは失礼を詫びるべきだ。,You should apologize for your rudeness.,您该为您的粗鲁道歉。,\N,CK,fucongcong,127,matched
1476,n2_05055,N2,詰まる,つまる,詰まる,179499,愚者はすぐ奥の手を出し行き詰まる。,A fool's bolt is soon shot.,蠢人一下子就把箭射完。,\N,Objectivesea,Martha,131,matched
1477,n2_05056,N2,話し掛ける,はなしかける,話し掛ける,118456,彼に話し掛けるほうがよいだろう。,It would be better for you to speak to him.,,\N,CH,,102,matched
1478,n2_05059,N2,誓う,ちかう,誓う,177103,君は聖書に手をのせて誓うべきだ。,You must swear with your hand on the Bible.,,\N,Skai,,96,matched
1479,n2_05065,N2,請う,こう,請う,86235,彼女は涙を頬に伝わせながら情けを請うた。,She implored mercy with tears running down her cheeks.,她的臉頰流下淚水，同時哀求。,arnab,\N,LeviHighway,128,matched
1480,n2_05066,N2,論ずる,ろんずる,,,,,,,,,,no_match
1481,n2_05083,N2,超える,こえる,超える,726906,この大きさを超える犬はいない。,There are no dogs bigger than this one.,沒有比這隻還大的狗了。,arihato,CK,DaoSeng,129,matched
1482,n2_05084,N2,超す,こす,こす,4919673,酸は金属に触れると化学反応を起こす。,"When acid comes in contact with metal, it causes a chemical reaction.",酸会和金属物质起化学反应。,huizi99,gustonrankin,fucongcong,116,matched
1483,n2_05086,N2,足る,たる,足る,184970,皆に食物は足るかい。,Is there enough food to go around?,有足夠的食物給大家嗎？,\N,CK,Martha,122,matched
1484,n2_05089,N2,跳ねる,はねる,はねる,160065,私はその車が人をはねるのを見ました。,I saw the car hit a man.,我看见那辆车撞到了一个人。,bunbuku,CK,fucongcong,118,matched
1485,n2_05090,N2,跳ぶ,とぶ,とぶ,11433904,言いたいことぶちまけたら、清々したよ。,I felt quite relieved after I had said all I wanted to say.,说了所有我要说的话后，我感觉很轻松。,small_snow,CM,fucongcong,115,matched
1486,n2_05092,N2,蹴る,ける,蹴る,992343,彼が私を蹴るんです。,He kicks me.,他在踢我！,mookeee,\N,Zifre,122,matched
1487,n2_05099,N2,転がす,ころがす,転がす,13428306,飴玉を口の中で転がす。,,,demiurgastel,,,67,matched
1488,n2_05100,N2,転がる,ころがる,転がる,4912,「転がる石は苔をもつけず」はことわざである。,"""A rolling stone gathers no moss"" is a proverb.",“滚石不生苔”是一句谚语。,StephenCase,CK,fucongcong,128,matched
1489,n2_05101,N2,載せる,のせる,載せる,10771171,この荷物をトラックに載せるの手伝って。,Help me get this luggage into the truck.,,small_snow,end,,99,matched
1490,n2_05102,N2,載る,のる,載る,4865,君が次に分かることは君が新聞に載るってことだ。,"Next thing you know, you'll be in the papers.",即使你还不知道，你的名字就将见报了。,bunbuku,Zifre,fucongcong,125,matched
1491,n2_05109,N2,近付ける,ちかづける,近付ける,168694,子供たちを薬に近付けるな。,Keep children away from medicine.,,\N,CK,,97,matched
1492,n2_05110,N2,近寄る,ちかよる,近寄る,10906724,俺に近寄るな。,Don't get close to me.,不要接近我。,bunbuku,CK,nickyeow,121,matched
1493,n2_05111,N2,迫る,せまる,迫る,2249045,私か子供かって迫るのはやめてくれよ。,Don't ask me to choose between you and my children.,,tommy_san,CK,,98,matched
1494,n2_05114,N2,追い掛ける,おいかける,,,,,,,,,,no_match
1495,n2_05115,N2,追い越す,おいこす,,,,,,,,,,no_match
1496,n2_05117,N2,退く,どく,退く,144720,進むべきか退くべきか、はっきりとはわからなかった。,I was uncertain whether to advance or to retreat.,我不确定该前进还是后退。,bunbuku,CK,fucongcong,123,matched
1497,n2_05118,N2,退ける,どける,どける,11992417,そんな結び方だと、ほどけるよ。,"If you tie it like that, it'll come undone.",,small_snow,sundown,,83,matched
1498,n2_05123,N2,逃がす,にがす,逃がす,173752,好機を逃がすな。,Strike while the iron is hot.,打鐵趁熱。,mookeee,CM,Martha,122,matched
1499,n2_05126,N2,透き通る,すきとおる,透き通る,13146618,青く透き通る海に、魚の影が揺れていた。,,,Gardenia,,,75,matched
1500,n2_05128,N2,這う,はう,はう,4919667,彼はうまく自分の才能を生かしている。,He makes good use of his abilities.,他善用他的天赋。,huizi99,gustonrankin,fucongcong,116,matched
1501,n2_05129,N2,通ずる,つうずる,通ずる,218421,これは古今東西に通ずる真理である。,This is a universal truth that transcends time.,,\N,\N,,99,matched
1502,n2_05130,N2,通り掛かる,とおりかかる,,,,,,,,,,no_match
1503,n2_05131,N2,通勤,つうきん,通勤,84748,父はいつも歩いて通勤するわけではない。,My father does not always walk to work.,我爸爸不是每天都走路上班的。,\N,CK,nickyeow,129,matched
1504,n2_05142,N2,逸れる,それる,,,,,,,,,,no_match
1505,n2_05151,N2,遡る,さかのぼる,遡る,866725,私は自分の祖先を200年遡ることができる。,I can trace my ancestors back 200 years.,,thyc244,darinmex,,95,matched
1506,n2_05153,N2,遭う,あう,遭う,80166,猛吹雪に遭うまでは順調に進んだ。,We made good time until we ran into a blizzard.,我们路上一帆风顺，直到遇上暴风雪。,\N,CM,basilhan,128,matched
1507,n2_05159,N2,酌む,くむ,くむ,179191,君がいなければ私の人生は全くむなしいだろう。,My life would be completely empty without you.,如果沒有你，我的人生就會變得空白一片。,\N,Zifre,nickyeow,112,matched
1508,n2_05160,N2,配る,くばる,配る,11177134,救急隊が地震の被災者に物資を配る予定です。,The rescue workers are going to hand out supplies to the victims of the earthquake.,救助人员将为地震受灾者提供资助。,bunbuku,CK,yutaka,127,matched
1509,n2_05168,N2,重なる,かさなる,重なる,217978,これらのたび重なる失敗で彼の大望がくじけた。,His ambition was blasted by these repeated failures.,无数次的失败摧毁了他的雄心壮志。,\N,\N,fenfang557,128,matched
1510,n2_05169,N2,重ねる,かさねる,重ねる,10188191,歳を重ねると見えてくるものがある。,"As the years go by, you see more things.",,small_snow,terrywallwork,,99,matched
1511,n2_05175,N2,量る,はかる,量る,3168681,今日から毎日体重量ることにした。,I've decided to weigh myself every day starting today.,,tommy_san,CK,,96,matched
1512,n2_05181,N2,釣り合う,つりあう,,,,,,,,,,no_match
1513,n2_05191,N2,錆びる,さびる,錆びる,11758893,自転車は雨ざらしにすると錆びるよ。,A bicycle will rust if you leave it in the rain.,如果你把自行車留在雨中，它會生鏽的。,bunbuku,CK,Martha,131,matched
1514,n2_05196,N2,長引く,ながびく,長引く,211295,その経済学者は長引く不況を予期していた。,The economist anticipated a prolonged depression.,,\N,CK,,98,matched
1515,n2_05203,N2,開放,かいほう,開放,2685187,このプールは一般開放されている。,The swimming pool is open to the public.,這個泳池對一般民眾開放。,tommy_san,papabear,LeviHighway,128,matched
1516,n2_05217,N2,隔てる,へだてる,隔てる,5067284,海とこれを隔てるのは何ですか？,What is it that separates this from the sea?,,999yudai,kemushi69,,97,matched
1517,n2_05235,N2,静まる,しずまる,静まる,185084,海をじっと眺めていると私は気が静まる感じがする。,"When I contemplate the sea, I feel calm.",,\N,auxitt,,94,matched
1518,n2_05240,N2,響く,ひびく,響く,114730,彼はいいね。打てば響くようにすぐ動いてくれるよ。,He's a good kid - very quick on the uptake and he does whatever needs to be done.,,\N,papabear,,92,matched
1519,n2_05245,N2,預かる,あずかる,預かる,10693896,トムは、六日間だけ迷子の犬を預かることにしました。,Tom only looked after the stray for 6 days.,,small_snow,urro,,93,matched
1520,n2_05254,N2,飛び込む,とびこむ,飛び込む,10614731,水の中に飛び込むぞ。,Let's jump into the water.,,small_snow,AlanF_US,,94,matched
1521,n2_05257,N2,飢える,うえる,飢える,185746,我々は人が飢えるのを黙って見ていられない。,We cannot stand quiet and watch people starve.,看着人们死于饥饿，我们无法保持沉默。,\N,auxitt,fucongcong,129,matched
1522,n2_05259,N2,飽くまで,あくまで,飽くまで,82614,わが党はこれに飽くまで反対します。,Our party will resist to the bitter end.,,mookeee,\N,,101,matched
1523,n2_05267,N2,驚かす,おどろかす,驚かす,10771186,亨を驚かす方法、ちょっと一緒に考えてよ。,,,small_snow,,,72,matched
1524,n2_05268,N2,高める,たかめる,高める,149171,社長は従業員に生産性を高めるように命じた。,The president instructed the employees to improve their productivity.,,\N,\N,,97,matched
1525,n2_05274,N2,鳴らす,ならす,鳴らす,137094,誰かが玄関のベルを鳴らすのが聞こえましたか。,Did you hear someone ring the doorbell?,你听见有人按门铃了吗？,\N,CK,lnvq,128,matched
1526,n2_03466,N2,あいまい,あいまい,あいまい,89648,彼女は私たちにあいまいな返事をした。,She gave us a vague answer.,她給了我們一個模糊的答案。,\N,CK,Martha,134,matched
1527,n2_03480,N2,あわただしい,あわただしい,,,,,,,,,,no_match
1528,n2_03491,N2,おおざっぱ,おおざっぱ,おおざっぱ,227806,おおざっぱに言うと、英国の季節も日本のものとほとんど同じだ。,"Roughly speaking, the seasons in England correspond with those in Japan.",,\N,CN,,92,matched
1529,n2_03501,N2,おとなしい,おとなしい,おとなしい,227611,おとなしいものもあれば、急進的なものもある。,Some are moderate; some are radical.,,\N,\N,,100,matched
1530,n2_03508,N2,おめでたい,おめでたい,おめでたい,234603,あいつは本当におめでたい人間だ。,He is really a perfect idiot.,他真是个傻子。,tommy__san,\N,sysko,134,matched
1531,n2_03518,N2,かゆい,かゆい / かいい,かゆい,9838921,頭皮がとてもかゆいんです。,My scalp is very itchy.,我的頭皮非常癢。,bunbuku,CK,Martha,127,matched
1532,n2_03526,N2,くだらない,くだらない / くっだらない / くっだらねー,くだらない,11637635,こんなくだらない曲を聴くのは、止せ。,Stop listening to this crappy music.,,small_snow,Hybrid,,104,matched
1533,n2_03529,N2,くどい,くどい / クドい,くどい,185190,回りくどい言い方はしないでくれ。,Don't say it in a roundabout way.,不要拐彎抹角。,bunbuku,CK,Martha,130,matched
1534,n2_03542,N2,ごくろうさま,ごくろうさま / ごくろーさま,ごくろうさま,1478768,ごくろうさまでした。,Thanks for the hard work.,,MK,marshmallowcat,,98,matched
1535,n2_03548,N2,さわやか,さわやか,さわやか,182634,休息をすれば必ず気分がさわやかに感じる。,"If we took a rest, our moods would certainly feel refreshed.",,\N,\N,,100,matched
1536,n2_03552,N2,しつこい,しつこい / しつっこい,しつこい,10610179,どうして、そんなにしつこいの？,Why are you so persistent?,為什麼要這麼纏人？,small_snow,CM,LeviHighway,131,matched
1537,n2_03563,N2,すっぱい,すっぱい,すっぱい,223020,このリンゴはとてもすっぱい味がする。,This apple tastes very sour.,這個蘋果很酸。,\N,CK,nickyeow,134,matched
1538,n2_03564,N2,すまない,すまない,すまない,214318,すまないが今僕、手がいっぱいなのだ。,"Excuse me, but I'm tied up now.",,\N,CM,,102,matched
1539,n2_03566,N2,ずうずうしい,ずうずうしい / ずーずーしい,ずうずうしい,215077,ずうずうしいことを言うな。,Don't talk so impudently.,不要說無禮的話！,\N,rul,nickyeow,133,matched
1540,n2_03572,N2,そそっかしい,そそっかしい,そそっかしい,198179,バスに傘を忘れるとは彼女はそそっかしい。,It was careless of her to leave her umbrella in the bus.,,bunbuku,AlanF_US,,104,matched
1541,n2_03581,N2,だらしない,だらしない,だらしない,204481,それ以来彼はだらしない生活をしてきた。,He has led a loose life since then.,,\N,\N,,103,matched
1542,n2_03585,N2,でたらめ,でたらめ / デタラメ,でたらめ,99883,彼は本棚に本をでたらめに入れた。,He put the books on the shelf out of order.,他胡亂把書本放在架上。,\N,CK,nickyeow,132,matched
1543,n2_03603,N2,ばからしい,ばからしい / バカらしい,,,,,,,,,,no_match
1544,n2_03623,N2,まぶしい,まぶしい / まぼしい,まぶしい,138189,太陽がまぶしい。,My eyes are dazzled by the sun.,,pqrwte,orcrist,,92,matched
